ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
1758-1923,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_print,1.2012 -,2012 -,2012
1758-1931,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_e,1.2012 -,2012 -,2012
1758-1931,1758-1923,Breast Cancer Management,DOAJ,2018,Breast Cancer Management,issn_e,1.2012 -,2012 -,2012
1758-4302,1758-4302,Clinical Lipidology,DOAJ,2016,Clinical Lipidology,issn_e,4.2009 -,2009 -,2009
1758-4302,1758-4302,Clinical Lipidology,DOAJ,2016,Clinical Lipidology,issn_e,4.2009 -,2009 -,2009
1758-8359,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_e,1.2009 -,2009 -,2009
1758-8359,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_e,1.2009 -,2009 -,2009
1758-8340,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_print,1.2009 -,2009 -,2009
1758-8340,1758-8340,Therapeutic Advances in Medical Oncology,DOAJ,2017,Therapeutic Advances in Medical Oncology,issn_print,1.2009 -,2009 -,2009
1759-7706,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_print,1.2010 -,2010 -,2010
1759-7706,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_print,1.2010 -,2010 -,2010
1759-7714,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_e,1.2010 -,2010 -,2010
1759-7714,1759-7706,Thoracic Cancer,DOAJ,2015,Thoracic Cancer,issn_e,1.2010 -,2010 -,2010
1760-5776,1760-5776,Cahiers d'Études du Religieux- Recherches Interdisciplinaires,DOAJ,2007,Cahiers d'Études du Religieux- Recherches Interdisciplinaires,issn_e,1.2008 -,2008 -,2008
1772-9971,1772-9971,Développement Durable et Territoires,DOAJ,2002,Développement Durable et Territoires,issn_e,Nachgewiesen 2003 -,2003 -,2003
1793-7205,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_e,1.2008 -,2008 -,2008
1793-7205,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_e,1.2008 -,2008 -,2008
1793-5458,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_print,1.2008 -,2008 -,2008
1793-5458,1793-7205,Journal of Innovative Optical Health Sciences,DOAJ,2013,Journal of Innovative Optical Health Sciences,issn_print,1.2008 -,2008 -,2008
1794-6190,1794-6190,Earth Sciences Research Journal,DOAJ,2004,Earth Sciences Research Journal,issn_print,1.1992 -,1992 -,1992
1794-6638,1794-6638,Ratio Juris,DOAJ,2004,Ratio Juris,issn_print,Nachgewiesen Nr. 3.2005 -,2005 -,2005
1794-6638,1794-6638,Ratio Juris,DOAJ,2004,Ratio Juris,issn_print,Nachgewiesen Nr.6.2008 -,2008 -,2008
1804-0616,1804-0616,Historicka Sociologie,DOAJ,2012,Historicka Sociologie,issn_print,Nachgewiesen 2009 -,2009 -,2009
1807-8664,1806-2563,Acta Scientiarum: Technology,DOAJ,1998,Acta Scientiarum: Technology,issn_print,25.2003 -,2003 -,2003
1808-2432,1808-2432,Revista Direito GV,DOAJ,2008,Revista Direito GV,issn_print,1.2005 -,2005 -,2005
1808-8686,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_e,Nachgewiesen 69.2003 -,2003 -,2003
1808-8686,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_e,1.1933 -,1933 -,1933
1808-8694,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_print,Nachgewiesen 69.2003 -,2003 -,2003
1808-8694,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_print,1.1933 -,1933 -,1933
1809-3280,1809-3280,Revista Direito e Liberdade,DOAJ,2005,Revista Direito e Liberdade,issn_print,"1.2005,1 - 5.2009,2 = Nr. 1-11; 6=12.2010 -",2010 -,2010
2177-1758,1809-3280,Revista Direito e Liberdade,DOAJ,2005,Revista Direito e Liberdade,issn_e,"1.2005,1 - 5.2009,2 = Nr. 1-11; 6=12.2010 -",2010 -,2010
2317-7721,1809-6077,Revista de Direito da Cidade,DOAJ,2011,Revista de Direito da Cidade,issn_e,1.2006 -,2006 -,2006
2073-4735,1810-6838,Breathe,DOAJ,2008,Breathe,issn_e,1.2004 -,2004 -,2004
2073-4735,1810-6838,Breathe,DOAJ,2008,Breathe,issn_e,1.2004 -,2004 -,2004
1810-6838,1810-6838,Breathe,DOAJ,2008,Breathe,issn_print,1.2004 -,2004 -,2004
1810-6838,1810-6838,Breathe,DOAJ,2008,Breathe,issn_print,1.2004 -,2004 -,2004
1861-6909,1813-7253,European Review of Aging and Physical Activity,DOAJ,2015,European Review of Aging and Physical Activity,issn_e,1.2004 - 7.2010,2004 -,2004
1861-6909,1813-7253,European Review of Aging and Physical Activity,DOAJ,2015,European Review of Aging and Physical Activity,issn_e,Nachgewiesen 3.2006 -,2006 -,2006
2070-8998,1813-8535,Journal of Naval Architecture and Marine Engineering,DOAJ,2007,Journal of Naval Architecture and Marine Engineering,issn_e,1.2004 -,2004 -,2004
1814-2052,1814-2052,П�?ихологиче�?ка�? наука и образование,DOAJ,2015,Психологическая наука и образование,issn_print,Nachgewiesen 2009 -,2009 -,2009
1817-7417,1817-7417,African Journal of Business Ethics,DOAJ,2014,African Journal of Business Ethics,issn_print,1.2005 -,2005 -,2005
0976-3600,1817-7417,African Journal of Business Ethics,DOAJ,2014,African Journal of Business Ethics,issn_e,1.2005 -,2005 -,2005
1818-0876,1818-0876,Asian Journal of Pharmaceutical Sciences,DOAJ,2013,Asian Journal of Pharmaceutical Sciences,issn_print,1.2006 -,2006 -,2006
1995-9516,1818-6742,Nexo,DOAJ,2007,Nexo,issn_e,Nachgewiesen 19.2006 -,2006 -,2006
1818-6742,1818-6742,Nexo,DOAJ,2007,Nexo,issn_print,Nachgewiesen 19.2006 -,2006 -,2006
1818-9172,1818-9172,"Pedagogìka, Psihologìâ ta Mediko-bìologì�?nì Problemi Fìzi�?nogo Vihovannâ ì Sportu",DOAJ,1998,"Pedagogìka, Psihologìâ ta Mediko-bìologìčnì Problemi Fìzičnogo Vihovannâ ì Sportu",issn_print,Nachgewiesen 2008 -,2008 -,2008
1820-6131,1820-6131,Processing and Application of Ceramics,DOAJ,2007,Processing and Application of Ceramics,issn_print,Nachgewiesen 4.2010 -,2010 -,2010
1823-4631,1823-4631,International Medical Journal Malaysia,DOAJ,2010,International Medical Journal Malaysia,issn_e,1.2002 -,2002 -,2002
1823-4992,1823-4992,Asian Academy of Management Journal of Accounting and Finance,DOAJ,2012,Asian Academy of Management Journal of Accounting and Finance,issn_print,Nachgewiesen 2009 -,2009 -,2009
1826-6223,1826-6223,Je-LKS : Journal of e-Learning and Knowledge Society,DOAJ,2007,Je-LKS : Journal of e-Learning and Knowledge Society,issn_print,1.2005 -,2005 -,2005
1971-8829,1826-6223,Je-LKS : Journal of e-Learning and Knowledge Society,DOAJ,2007,Je-LKS : Journal of e-Learning and Knowledge Society,issn_e,1.2005 -,2005 -,2005
1826-9745,1826-9745,Interaction Design and Architecture(s),DOAJ,2005,Interaction Design and Architecture(s),issn_print,Nr. 0.2005; 1/2.2006 -,2006 -,2006
1834-4909,1834-4909,Journal of Pacific Rim Psychology,DOAJ,2017,Journal of Pacific Rim Psychology,issn_e,1.2007 -,2007 -,2007
1836-0394,1836-0394,Commonwealth Journal of Local Governance,DOAJ,2008,Commonwealth Journal of Local Governance,issn_e,Nachgewiesen Nr. 2.2009 -,2009 -,2009
1836-4845,1836-4845,Transnational Literature,DOAJ,2008,Transnational Literature,issn_e,Nachgewiesen 4.2011 -,2011 -,2011
1837-5391,1837-5391,Cosmopolitan Civil Societies: An Interdisciplinary Journal,DOAJ,2013,Cosmopolitan Civil Societies: An Interdisciplinary Journal,issn_e,1.2009 -,2009 -,2009
1842-2845,1842-2845,Transylvanian Review of Administrative Sciences,DOAJ,2005,Transylvanian Review of Administrative Sciences,issn_print,Nr. 1.1998 -,1998 -,1998
1842-2845,1842-2845,Transylvanian Review of Administrative Sciences,DOAJ,2005,Transylvanian Review of Administrative Sciences,issn_print,2014 - nachgewiesen,2014 -,2014
1844-8208,1843-2298,Journal of Philosophical Economics,DOAJ,2007,Journal of Philosophical Economics,issn_e,Nachgewiesen 2.2009 -,2009 -,2009
1843-2298,1843-2298,Journal of Philosophical Economics,DOAJ,2007,Journal of Philosophical Economics,issn_print,Nachgewiesen 2.2009 -,2009 -,2009
2068-259X,1843-5157,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,DOAJ,2007,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,issn_e,Nachgewiesen 26.2003 -,2003 -,2003
1843-5157,1843-5157,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,DOAJ,2007,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,issn_print,Nachgewiesen 26.2003 -,2003 -,2003
1843-5157,1843-5157,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,DOAJ,2007,Annals of the University Dunarea de Jos of Galati. Fascicle VI: Food Technology,issn_print,N.S. 1=30.2007 -,2007 -,2007
1843-8121,1843-8121,Scientific Annals of Computer Science,DOAJ,2007,Scientific Annals of Computer Science,issn_print,16.2006 -,2006 -,2006
1843-8121,1843-8121,Scientific Annals of Computer Science,DOAJ,2007,Scientific Annals of Computer Science,issn_print,1. 1992 -,1992 -,1992
2066-7752,1844-6094,Acta Universitatis Sapientiae: Mathematica,DOAJ,2013,Acta Universitatis Sapientiae: Mathematica,issn_e,1.2009 -,2009 -,2009
1850-1885,1850-1885,Geograficando,DOAJ,2013,Geograficando,issn_print,Nachgewiesen 2.2006 -,2006 -,2006
1850-1885,1850-1885,Geograficando,DOAJ,2013,Geograficando,issn_print,1.2005 -,2005 -,2005
1856-1594,1856-1594,Revista Orbis,DOAJ,2005,Revista Orbis,issn_print,Nachgewiesen 2.2007 -,2007 -,2007
1857-1727,1857-1727,"Chemistry Journal of Moldova: General, Industrial and Ecological Chemistry",DOAJ,2006,"Chemistry Journal of Moldova: General, Industrial and Ecological Chemistry",issn_print,"1.2006,1; 2.2007,1; 2008 -",2008 -,2008
1857-1727,1857-1727,"Chemistry Journal of Moldova: General, Industrial and Ecological Chemistry",DOAJ,2006,"Chemistry Journal of Moldova: General, Industrial and Ecological Chemistry",issn_print,"1.2006,1; 2.2007,1; 2008 -",2008 -,2008
1864-7790,1864-7782,Aquatic Biology,DOAJ,2014,Aquatic Biology,issn_e,1.2007 -,2007 -,2007
1864-7782,1864-7782,Aquatic Biology,DOAJ,2014,Aquatic Biology,issn_print,1.2007 -,2007 -,2007
1865-1380,1865-1372,International Journal of Emergency Medicine,DOAJ,2011,International Journal of Emergency Medicine,issn_e,1.2008 -,2008 -,2008
1865-1372,1865-1372,International Journal of Emergency Medicine,DOAJ,2011,International Journal of Emergency Medicine,issn_print,1.2008 -,2008 -,2008
1865-1372,1865-1372,International Journal of Emergency Medicine,DOAJ,2011,International Journal of Emergency Medicine,issn_print,1.2008 -,2008 -,2008
1866-1947,1866-1947,Journal of Neurodevelopmental Disorders,DOAJ,2012,Journal of Neurodevelopmental Disorders,issn_print,1.2009 -,2009 -,2009
1866-1947,1866-1947,Journal of Neurodevelopmental Disorders,DOAJ,2012,Journal of Neurodevelopmental Disorders,issn_print,1.2009 -,2009 -,2009
1866-1955,1866-1947,Journal of Neurodevelopmental Disorders,DOAJ,2012,Journal of Neurodevelopmental Disorders,issn_e,1.2009 -,2009 -,2009
1866-1955,1866-1947,Journal of Neurodevelopmental Disorders,DOAJ,2012,Journal of Neurodevelopmental Disorders,issn_e,1.2009 -,2009 -,2009
1866-8887,1866-8887,European Transport Research Review,DOAJ,2009,European Transport Research Review,issn_e,1.2009 - 8.2016,2009 -,2009
1866-8887,1866-8887,European Transport Research Review,DOAJ,2009,European Transport Research Review,issn_e,2008 -,2008 -,2008
1867-0717,1866-8887,European Transport Research Review,DOAJ,2009,European Transport Research Review,issn_print,1.2009 - 8.2016,2009 -,2009
1867-0717,1866-8887,European Transport Research Review,DOAJ,2009,European Transport Research Review,issn_print,2008 -,2008 -,2008
1869-0238,1867-4828,Journal of Internet Services and Applications,DOAJ,2013,Journal of Internet Services and Applications,issn_e,1.2010 - 3.2012,2010 -,2010
1867-4828,1867-4828,Journal of Internet Services and Applications,DOAJ,2013,Journal of Internet Services and Applications,issn_print,1.2010 - 3.2012,2010 -,2010
1868-596X,1868-596X,ALTEX: Alternatives to Animal Experimentation,DOAJ,2011,ALTEX: Alternatives to Animal Experimentation,issn_e,1984 -,1984 -,1984
1868-596X,1868-596X,ALTEX: Alternatives to Animal Experimentation,DOAJ,2011,ALTEX: Alternatives to Animal Experimentation,issn_e,Nachgewiesen 27.2010 -,2010 -,2010
1868-6354,1868-6346,Laboratory Phonology,DOAJ,2016,Laboratory Phonology,issn_e,1.2010 -,2010 -,2010
1868-7083,1868-7075,Clinical Epigenetics,DOAJ,2011,Clinical Epigenetics,issn_e,1.2010 -,2010 -,2010
1868-7083,1868-7075,Clinical Epigenetics,DOAJ,2011,Clinical Epigenetics,issn_e,"1.2010 - 2.2011,2; damit Ersch. eingest.",2010 -,2010
1869-4101,1869-4101,Insights into Imaging,DOAJ,2012,Insights into Imaging,issn_e,1.2010 -,2010 -,2010
1870-6800,1870-6800,Portes: Revista mexicana de estudios sobre la Cuenca del Pacífico,DOAJ,2010,Portes: Revista mexicana de estudios sobre la Cuenca del Pacífico,issn_print,Nachgewiesen 2007 -,2007 -,2007
1870-9036,1870-9036,El Periplo Sustentable,DOAJ,2007,El Periplo Sustentable,issn_e,Nachgewiesen Nr. 10.2005 -,2005 -,2005
1876-7753,1873-5061,Stem Cell Research,DOAJ,2014,Stem Cell Research,issn_e,1.2007 -,2007 -,2007
1873-5061,1873-5061,Stem Cell Research,DOAJ,2014,Stem Cell Research,issn_print,1.2007 -,2007 -,2007
1873-9598,1873-958X,International Journal of Gerontology,DOAJ,2018,International Journal of Gerontology,issn_print,1.2007 -,2007 -,2007
1873-9598,1873-958X,International Journal of Gerontology,DOAJ,2018,International Journal of Gerontology,issn_print,1.2007 -,2007 -,2007
1876-0341,1876-0341,Journal of Infection and Public Health,DOAJ,2017,Journal of Infection and Public Health,issn_print,1.2008 -,2008 -,2008
1876-0341,1876-0341,Journal of Infection and Public Health,DOAJ,2017,Journal of Infection and Public Health,issn_print,1.2008 -,2008 -,2008
1876-035X,1876-0341,Journal of Infection and Public Health,DOAJ,2017,Journal of Infection and Public Health,issn_e,1.2008 -,2008 -,2008
1876-035X,1876-0341,Journal of Infection and Public Health,DOAJ,2017,Journal of Infection and Public Health,issn_e,1.2008 -,2008 -,2008
1755-4365,1878-0067,Epidemics,DOAJ,2014,Epidemics,issn_print,1.2008 -,2008 -,2008
1755-4365,1878-0067,Epidemics,DOAJ,2014,Epidemics,issn_print,1.2008 -,2008 -,2008
1878-5352,1878-5352,Arabian Journal of Chemistry,DOAJ,2009,Arabian Journal of Chemistry,issn_print,1.2008 -,2008 -,2008
1878-9293,1878-9293,Developmental Cognitive Neuroscience,DOAJ,2014,Developmental Cognitive Neuroscience,issn_print,1.2011 -,2011 -,2011
1878-9293,1878-9293,Developmental Cognitive Neuroscience,DOAJ,2014,Developmental Cognitive Neuroscience,issn_print,1.2011 -,2011 -,2011
1878-9307,1878-9293,Developmental Cognitive Neuroscience,DOAJ,2014,Developmental Cognitive Neuroscience,issn_e,1.2011 -,2011 -,2011
1880-6805,1880-6791,Journal of Physiological Anthropology,DOAJ,2012,Journal of Physiological Anthropology,issn_e,25.2006 -,2006 -,2006
1880-6805,1880-6791,Journal of Physiological Anthropology,DOAJ,2012,Journal of Physiological Anthropology,issn_e,25.2006 - 30.2011,2006 -,2006
1880-6791,1880-6791,Journal of Physiological Anthropology,DOAJ,2012,Journal of Physiological Anthropology,issn_print,25.2006 -,2006 -,2006
1880-6791,1880-6791,Journal of Physiological Anthropology,DOAJ,2012,Journal of Physiological Anthropology,issn_print,25.2006 - 30.2011,2006 -,2006
1884-4057,1884-4049,NPG Asia Materials,DOAJ,2012,NPG Asia Materials,issn_e,1.2009 -,2009 -,2009
1887-3987,1886-1350,PNA,DOAJ,2006,PNA,issn_e,1.2007 -,2007 -,2007
1887-3987,1886-1350,PNA,DOAJ,2006,PNA,issn_e,1.2007 -,2007 -,2007
2013-570X,1886-4171,Revista Internacional de Organizaciones,DOAJ,2006,Revista Internacional de Organizaciones,issn_print,Nr. 0.2006; 1.2008 -,2008 -,2008
1886-4171,1886-4171,Revista Internacional de Organizaciones,DOAJ,2006,Revista Internacional de Organizaciones,issn_e,Nr. 0.2006; 1.2008 -,2008 -,2008
1886-9440,1886-9440,Talia dixit,DOAJ,2014,Talia dixit,issn_e,Nr. 1.2006 -,2006 -,2006
1887-3731,1887-3731,Ogigia,DOAJ,2014,Ogigia,issn_e,Nr. 1.2007 -,2007 -,2007
2340-7166,1887-9586,Materiales para la Historia del Deporte,DOAJ,2007,Materiales para la Historia del Deporte,issn_e,Nr. 1. 2003 - 11.2013; damit Ersch. eingest.,2003 -,2003
2340-7166,1887-9586,Materiales para la Historia del Deporte,DOAJ,2007,Materiales para la Historia del Deporte,issn_e,Nr.1.2003 -,2003 -,2003
1989-2209,1888-8992,European Journal of Education and Psychology,DOAJ,2015,European Journal of Education and Psychology,issn_e,1.2008 -,2008 -,2008
1989-2209,1888-8992,European Journal of Education and Psychology,DOAJ,2015,European Journal of Education and Psychology,issn_e,1.2008 -,2008 -,2008
1888-8992,1888-8992,European Journal of Education and Psychology,DOAJ,2015,European Journal of Education and Psychology,issn_print,1.2008 -,2008 -,2008
1888-8992,1888-8992,European Journal of Education and Psychology,DOAJ,2015,European Journal of Education and Psychology,issn_print,1.2008 -,2008 -,2008
1889-1861,1889-1861,European Journal of Psychology Applied to Legal Context,DOAJ,2013,European Journal of Psychology Applied to Legal Context,issn_print,1.2009 -,2009 -,2009
1989-4007,1889-1861,European Journal of Psychology Applied to Legal Context,DOAJ,2013,European Journal of Psychology Applied to Legal Context,issn_e,1.2009 -,2009 -,2009
1896-3307,1896-3307,Werkwinkel: Journal of Low Countries and South African Studies,DOAJ,2014,Werkwinkel: Journal of Low Countries and South African Studies,issn_print,1.2006 -,2006 -,2006
1896-3307,1896-3307,Werkwinkel: Journal of Low Countries and South African Studies,DOAJ,2014,Werkwinkel: Journal of Low Countries and South African Studies,issn_print,1.2006 -,2006 -,2006
1897-3310,1897-3310,Archives of Foundry Engineering,DOAJ,2012,Archives of Foundry Engineering,issn_print,7.2007 -,2007 -,2007
2299-2944,1897-3310,Archives of Foundry Engineering,DOAJ,2012,Archives of Foundry Engineering,issn_e,7.2007 -,2007 -,2007
1897-5593,1898-018X,Cardiology Journal,DOAJ,2000,Cardiology Journal,issn_print,14.2007 -,2007 -,2007
1897-5593,1898-018X,Cardiology Journal,DOAJ,2000,Cardiology Journal,issn_print,14.2007 - 19.2012,2007 -,2007
1897-5593,1898-018X,Cardiology Journal,DOAJ,2000,Cardiology Journal,issn_print,Nachgewiesen 6.1999 - 13.2006,1999 -,1999
1898-018X,1898-018X,Cardiology Journal,DOAJ,2000,Cardiology Journal,issn_e,14.2007 -,2007 -,2007
1898-018X,1898-018X,Cardiology Journal,DOAJ,2000,Cardiology Journal,issn_e,14.2007 - 19.2012,2007 -,2007
1916-0216,1916-0208,Journal of Otolaryngology - Head and Neck Surgery,DOAJ,2013,Journal of Otolaryngology - Head and Neck Surgery,issn_e,37.2008 -,2008 -,2008
1916-0216,1916-0208,Journal of Otolaryngology - Head and Neck Surgery,DOAJ,2013,Journal of Otolaryngology - Head and Neck Surgery,issn_e,37.2008 - 41.2012,2008 -,2008
1916-0348,1916-0348,Philosophical Inquiry in Education,DOAJ,1987,Philosophical Inquiry in Education,issn_print,Nachgewiesen 15.2006 -,2006 -,2006
1930-2975,1930-2975,Judgment and Decision Making,DOAJ,2006,Judgment and Decision Making,issn_e,1.2007 -,2007 -,2007
1934-5275,1934-5275,Language Documentation & Conservation,DOAJ,2012,Language Documentation & Conservation,issn_e,1.2007 -,2007 -,2007
1937-8912,1937-8912,Semantics and Pragmatics,DOAJ,2008,Semantics and Pragmatics,issn_print,2007 -,2007 -,2007
1938-4122,1938-4122,Digital Humanities Quarterly,DOAJ,2007,Digital Humanities Quarterly,issn_e,Nachgewiesen 1.2006 -,2006 -,2006
1939-0114,1939-0122,Security and Communication Networks,DOAJ,2017,Security and Communication Networks,issn_print,1.2008 -,2008 -,2008
1939-0122,1939-0122,Security and Communication Networks,DOAJ,2017,Security and Communication Networks,issn_e,1.2008 -,2008 -,2008
1939-8425,1939-8425,Rice,DOAJ,2012,Rice,issn_print,1.2008 -,2008 -,2008
1939-8425,1939-8425,Rice,DOAJ,2012,Rice,issn_print,1.2008 -,2008 -,2008
1939-8433,1939-8425,Rice,DOAJ,2012,Rice,issn_e,1.2008 -,2008 -,2008
1939-8433,1939-8425,Rice,DOAJ,2012,Rice,issn_e,1.2008 -,2008 -,2008
1940-3372,1940-3372,The Plant Genome,DOAJ,2008,The Plant Genome,issn_e,1.2008 -,2008 -,2008
1940-3372,1940-3372,The Plant Genome,DOAJ,2008,The Plant Genome,issn_e,2006 - 2008 nachgewiesen,2006 -,2006
1942-0994,1942-0994,Oxidative Medicine and Cellular Longevity,DOAJ,2009,Oxidative Medicine and Cellular Longevity,issn_e,1.2008 -,2008 -,2008
1942-0900,1942-0994,Oxidative Medicine and Cellular Longevity,DOAJ,2009,Oxidative Medicine and Cellular Longevity,issn_print,1.2008 -,2008 -,2008
1943-0655,1943-0647,IEEE Photonics Journal,DOAJ,2013,IEEE Photonics Journal,issn_e,1.2009 -,2009 -,2009
1943-815X,1943-815X,Journal of Integrative Environmental Sciences,DOAJ,2016,Journal of Integrative Environmental Sciences,issn_print,6.2009 -,2009 -,2009
1943-8168,1943-815X,Journal of Integrative Environmental Sciences,DOAJ,2016,Journal of Integrative Environmental Sciences,issn_e,6.2009 -,2009 -,2009
1943-9946,1943-9938,The ASIANetwork Exchange: A Journal for Asian Studies in the Liberal Arts,DOAJ,2011,The ASIANetwork Exchange: A Journal for Asian Studies in the Liberal Arts,issn_e,1.1992 -,1992 -,1992
1944-3277,1944-3277,Standards in Genomic Sciences,DOAJ,2010,Standards in Genomic Sciences,issn_e,1.2009 -,2009 -,2009
1947-5705,1947-5705,"Geomatics, Natural Hazards & Risk",DOAJ,2016,"Geomatics, Natural Hazards & Risk",issn_print,1.2010 -,2010 -,2010
1947-5705,1947-5705,"Geomatics, Natural Hazards & Risk",DOAJ,2016,"Geomatics, Natural Hazards & Risk",issn_print,1.2010 -,2010 -,2010
1947-5713,1947-5705,"Geomatics, Natural Hazards & Risk",DOAJ,2016,"Geomatics, Natural Hazards & Risk",issn_e,1.2010 -,2010 -,2010
1947-5713,1947-5705,"Geomatics, Natural Hazards & Risk",DOAJ,2016,"Geomatics, Natural Hazards & Risk",issn_e,1.2010 -,2010 -,2010
1947-6337,1947-6337,CyTA - Journal of Food,DOAJ,2016,CyTA - Journal of Food,issn_print,7.2009 -,2009 -,2009
1947-6345,1947-6337,CyTA - Journal of Food,DOAJ,2016,CyTA - Journal of Food,issn_e,7.2009 -,2009 -,2009
1947-6345,1947-6337,CyTA - Journal of Food,DOAJ,2016,CyTA - Journal of Food,issn_e,7.2009 -,2009 -,2009
1877-4091,1955-2629,Journal of Language Contact,DOAJ,2018,Journal of Language Contact,issn_print,4.2011 -,2011 -,2011
1955-2629,1955-2629,Journal of Language Contact,DOAJ,2018,Journal of Language Contact,issn_e,4.2011 -,2011 -,2011
1961-9502,1961-9502,Knowledge and Management of Aquatic Ecosystems,DOAJ,1928,Knowledge and Management of Aquatic Ecosystems,issn_print,388.2008 -,2008 -,2008
1970-5557,1970-5557,Oncology Reviews,DOAJ,2012,Oncology Reviews,issn_e,1.2007 - 5.2011,2007 -,2007
1970-5557,1970-5557,Oncology Reviews,DOAJ,2012,Oncology Reviews,issn_e,1.2007 -,2007 -,2007
1970-5565,1970-5557,Oncology Reviews,DOAJ,2012,Oncology Reviews,issn_print,1.2007 - 5.2011,2007 -,2007
1970-5565,1970-5557,Oncology Reviews,DOAJ,2012,Oncology Reviews,issn_print,1.2007 -,2007 -,2007
2281-4574,1974-6849,TRIA : Territorio della Ricerca su Insediamenti e Ambiente,DOAJ,2012,TRIA : Territorio della Ricerca su Insediamenti e Ambiente,issn_e,No. 1.2008 -,2008 -,2008
1974-6849,1974-6849,TRIA : Territorio della Ricerca su Insediamenti e Ambiente,DOAJ,2012,TRIA : Territorio della Ricerca su Insediamenti e Ambiente,issn_print,No. 1.2008 -,2008 -,2008
2288-6729,1976-5681,International Journal of Child Care and Education Policy,DOAJ,2014,International Journal of Child Care and Education Policy,issn_e,1.2007 -,2007 -,2007
1976-8354,1976-8354,Animal Cells and Systems,DOAJ,2017,Animal Cells and Systems,issn_print,12.2008 -,2008 -,2008
1976-8354,1976-8354,Animal Cells and Systems,DOAJ,2017,Animal Cells and Systems,issn_print,12.2008 -,2008 -,2008
2151-2485,1976-8354,Animal Cells and Systems,DOAJ,2017,Animal Cells and Systems,issn_e,12.2008 -,2008 -,2008
1978-2993,1978-2993,Bulletin of Chemical Reaction Engineering & Catalysis,DOAJ,2008,Bulletin of Chemical Reaction Engineering & Catalysis,issn_print,Nachgewiesen 2.2007 -,2007 -,2007
1984-6428,1984-6428,Orbital: The Electronic Journal of Chemistry,DOAJ,2009,Orbital: The Electronic Journal of Chemistry,issn_e,Nachgewiesen 2012 -,2012 -,2012
1989-8568,1989-8568,Ge-conservación,DOAJ,2009,Ge-conservación,issn_print,Nr. 0.2009; 1.2010 -,2010 -,2010
1991-3877,1991-3877,South African Crime Quarterly,DOAJ,2015,South African Crime Quarterly,issn_print,1.2002 -,2002 -,2002
1991-3877,1991-3877,South African Crime Quarterly,DOAJ,2015,South African Crime Quarterly,issn_print,1.2002 -,2002 -,2002
1993-0771,1993-0771,Comparative Cytogenetics,DOAJ,2009,Comparative Cytogenetics,issn_print,1.2007 -,2007 -,2007
1993-0771,1993-0771,Comparative Cytogenetics,DOAJ,2009,Comparative Cytogenetics,issn_print,1.2007 -,2007 -,2007
1993-078X,1993-0771,Comparative Cytogenetics,DOAJ,2009,Comparative Cytogenetics,issn_e,1.2007 -,2007 -,2007
1997-003X,1994-2060,Engineering Applications of Computational Fluid Mechanics,DOAJ,2015,Engineering Applications of Computational Fluid Mechanics,issn_e,1.2007 -,2007 -,2007
1994-2060,1994-2060,Engineering Applications of Computational Fluid Mechanics,DOAJ,2015,Engineering Applications of Computational Fluid Mechanics,issn_print,1.2007 -,2007 -,2007
1672-5107,1995-8226,Petroleum Science,DOAJ,2015,Petroleum Science,issn_print,1.2004 -,2004 -,2004
1672-5107,1995-8226,Petroleum Science,DOAJ,2015,Petroleum Science,issn_print,Nachgewiesen 4.2007 -,2007 -,2007
1995-8226,1995-8226,Petroleum Science,DOAJ,2015,Petroleum Science,issn_e,1.2004 -,2004 -,2004
1995-8226,1995-8226,Petroleum Science,DOAJ,2015,Petroleum Science,issn_e,Nachgewiesen 4.2007 -,2007 -,2007
