ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
2090-1437,2090-1429,Nursing Research and Practice,DOAJ,2010,Nursing Research and Practice,issn_e,2010 -,2010 -,2010
2090-1453,2090-1445,Minimally Invasive Surgery,DOAJ,2010,Minimally Invasive Surgery,issn_e,2010 -,2010 -,2010
2090-1445,2090-1445,Minimally Invasive Surgery,DOAJ,2010,Minimally Invasive Surgery,issn_print,2010 -,2010 -,2010
2090-1542,2090-1542,Pain Research and Treatment,DOAJ,2010,Pain Research and Treatment,issn_print,2010 -,2010 -,2010
2090-1550,2090-1542,Pain Research and Treatment,DOAJ,2010,Pain Research and Treatment,issn_e,2010 -,2010 -,2010
2090-1844,2090-1844,Pulmonary Medicine,DOAJ,2010,Pulmonary Medicine,issn_e,2010 -,2010 -,2010
2090-1836,2090-1844,Pulmonary Medicine,DOAJ,2010,Pulmonary Medicine,issn_print,2010 -,2010 -,2010
2090-1860,2090-1860,Neurology Research International,DOAJ,2010,Neurology Research International,issn_e,2010 -,2010 -,2010
2090-1852,2090-1860,Neurology Research International,DOAJ,2010,Neurology Research International,issn_print,2010 -,2010 -,2010
2090-1941,2090-195X,Radiology Research and Practice,DOAJ,2011,Radiology Research and Practice,issn_print,2011 -,2011 -,2011
2090-195X,2090-195X,Radiology Research and Practice,DOAJ,2011,Radiology Research and Practice,issn_e,2011 -,2011 -,2011
2090-1976,2090-1976,Journal of Combustion,DOAJ,2008,Journal of Combustion,issn_e,Nachgewiesen 2008 -,2008 -,2008
2090-1976,2090-1976,Journal of Combustion,DOAJ,2008,Journal of Combustion,issn_e,2009 -,2009 -,2009
2090-1968,2090-1976,Journal of Combustion,DOAJ,2008,Journal of Combustion,issn_print,Nachgewiesen 2008 -,2008 -,2008
2090-1968,2090-1976,Journal of Combustion,DOAJ,2008,Journal of Combustion,issn_print,2009 -,2009 -,2009
2090-2069,2090-2077,International Journal of Medicinal Chemistry,DOAJ,2011,International Journal of Medicinal Chemistry,issn_print,Nachgewiesen 2011 -,2011 -,2011
2090-2077,2090-2077,International Journal of Medicinal Chemistry,DOAJ,2011,International Journal of Medicinal Chemistry,issn_e,Nachgewiesen 2011 -,2011 -,2011
2090-2085,2090-2093,Schizophrenia Research and Treatment,DOAJ,2011,Schizophrenia Research and Treatment,issn_print,2011 -,2011 -,2011
2090-2093,2090-2093,Schizophrenia Research and Treatment,DOAJ,2011,Schizophrenia Research and Treatment,issn_e,2011 -,2011 -,2011
2090-2158,2090-214X,International Journal of Nephrology,DOAJ,2010,International Journal of Nephrology,issn_e,2010 -,2010 -,2010
2090-2247,2090-2247,Biochemistry Research International,DOAJ,2010,Biochemistry Research International,issn_print,2010 -,2010 -,2010
2090-2255,2090-2247,Biochemistry Research International,DOAJ,2010,Biochemistry Research International,issn_e,2010 -,2010 -,2010
2090-2654,2090-2654,Multiple Sclerosis International,DOAJ,2010,Multiple Sclerosis International,issn_print,2010 -,2010 -,2010
2090-2662,2090-2654,Multiple Sclerosis International,DOAJ,2010,Multiple Sclerosis International,issn_e,2010 -,2010 -,2010
2090-2727,2090-2727,Journal of Pregnancy,DOAJ,2010,Journal of Pregnancy,issn_print,2010 -,2010 -,2010
2090-2735,2090-2727,Journal of Pregnancy,DOAJ,2010,Journal of Pregnancy,issn_e,2010 -,2010 -,2010
2090-2824,2090-2824,International Journal of Vascular Medicine,DOAJ,2010,International Journal of Vascular Medicine,issn_print,2010 -,2010 -,2010
2090-2832,2090-2824,International Journal of Vascular Medicine,DOAJ,2010,International Journal of Vascular Medicine,issn_e,2010 -,2010 -,2010
2090-2859,2090-2840,Emergency Medicine International,DOAJ,2010,Emergency Medicine International,issn_e,2010 -,2010 -,2010
2090-2840,2090-2840,Emergency Medicine International,DOAJ,2010,Emergency Medicine International,issn_print,2010 -,2010 -,2010
2090-2867,2090-2867,Rehabilitation Research and Practice,DOAJ,2010,Rehabilitation Research and Practice,issn_print,2010 -,2010 -,2010
2090-2875,2090-2867,Rehabilitation Research and Practice,DOAJ,2010,Rehabilitation Research and Practice,issn_e,2010 -,2010 -,2010
2090-2905,2090-2913,Journal of Skin Cancer,DOAJ,2011,Journal of Skin Cancer,issn_print,2011 -,2011 -,2011
2090-2913,2090-2913,Journal of Skin Cancer,DOAJ,2011,Journal of Skin Cancer,issn_e,2011 -,2011 -,2011
2090-3022,2090-3022,Journal of Drug Delivery,DOAJ,2011,Journal of Drug Delivery,issn_e,2011 -,2011 -,2011
2090-3014,2090-3022,Journal of Drug Delivery,DOAJ,2011,Journal of Drug Delivery,issn_print,2011 -,2011 -,2011
2090-3049,2090-3049,Journal of Lipids,DOAJ,2011,Journal of Lipids,issn_e,Nachgewiesen 2011 -,2011 -,2011
2090-3030,2090-3049,Journal of Lipids,DOAJ,2011,Journal of Lipids,issn_print,Nachgewiesen 2011 -,2011 -,2011
2090-3065,2090-3057,Journal of Pathogens,DOAJ,2011,Journal of Pathogens,issn_e,2011 -,2011 -,2011
2090-3111,2090-312X,Prostate Cancer,DOAJ,2011,Prostate Cancer,issn_print,2011 -,2011 -,2011
2090-312X,2090-312X,Prostate Cancer,DOAJ,2011,Prostate Cancer,issn_e,2011 -,2011 -,2011
2090-3154,2090-3162,Genetics Research International,DOAJ,2011,Genetics Research International,issn_print,2011 -,2011 -,2011
2090-3162,2090-3162,Genetics Research International,DOAJ,2011,Genetics Research International,issn_e,2011 -,2011 -,2011
2090-3170,2090-3189,International Journal of Breast Cancer,DOAJ,2011,International Journal of Breast Cancer,issn_print,2011 -,2011 -,2011
2090-3189,2090-3189,International Journal of Breast Cancer,DOAJ,2011,International Journal of Breast Cancer,issn_e,2011 -,2011 -,2011
2090-3456,2090-3456,International Journal of Hepatology,DOAJ,2011,International Journal of Hepatology,issn_e,2011 -,2011 -,2011
2090-3448,2090-3456,International Journal of Hepatology,DOAJ,2011,International Journal of Hepatology,issn_print,2011 -,2011 -,2011
2090-3464,2090-3464,Advances in Orthopedics,DOAJ,2011,Advances in Orthopedics,issn_print,2011 -,2011 -,2011
2090-3472,2090-3464,Advances in Orthopedics,DOAJ,2011,Advances in Orthopedics,issn_e,2011 -,2011 -,2011
2090-3529,2090-3529,International Journal of Electrochemistry,DOAJ,2011,International Journal of Electrochemistry,issn_print,Nachgewiesen 2012 -,2012 -,2012
2090-3537,2090-3529,International Journal of Electrochemistry,DOAJ,2011,International Journal of Electrochemistry,issn_e,Nachgewiesen 2011 -,2011 -,2011
2090-4010,2090-4010,Education Research International,DOAJ,2011,Education Research International,issn_e,2011 -,2011 -,2011
2090-4002,2090-4010,Education Research International,DOAJ,2011,Education Research International,issn_print,2011 -,2011 -,2011
2090-4479,2090-4479,Ain Shams Engineering Journal,DOAJ,2010,Ain Shams Engineering Journal,issn_print,2010 -,2010 -,2010
2090-598X,2090-598X,Arab Journal of Urology,DOAJ,2011,Arab Journal of Urology,issn_print,Nachgewiesen 9.2011 -,2011 -,2011
2090-6404,2090-6404,Case Reports in Cardiology,DOAJ,2011,Case Reports in Cardiology,issn_print,2011 -,2011 -,2011
2090-6412,2090-6404,Case Reports in Cardiology,DOAJ,2011,Case Reports in Cardiology,issn_e,2011 -,2011 -,2011
2090-6455,2090-6455,Case Reports in Dentistry,DOAJ,2011,Case Reports in Dentistry,issn_e,2011 -,2011 -,2011
2090-6501,2090-651X,Case Reports in Endocrinology,DOAJ,2011,Case Reports in Endocrinology,issn_print,2011 -,2011 -,2011
2090-651X,2090-651X,Case Reports in Endocrinology,DOAJ,2011,Case Reports in Endocrinology,issn_e,2011 -,2011 -,2011
2090-6536,2090-6536,Case Reports in Gastrointestinal Medicine,DOAJ,2011,Case Reports in Gastrointestinal Medicine,issn_e,2011 -,2011 -,2011
2090-6528,2090-6536,Case Reports in Gastrointestinal Medicine,DOAJ,2011,Case Reports in Gastrointestinal Medicine,issn_print,2011 -,2011 -,2011
2090-6560,2090-6579,Case Reports in Hematology,DOAJ,2011,Case Reports in Hematology,issn_print,2011 -,2011 -,2011
2090-6579,2090-6579,Case Reports in Hematology,DOAJ,2011,Case Reports in Hematology,issn_e,2011 -,2011 -,2011
2090-6617,2090-6617,Case Reports in Immunology,DOAJ,2011,Case Reports in Immunology,issn_e,2011 -,2011 -,2011
2090-6609,2090-6617,Case Reports in Immunology,DOAJ,2011,Case Reports in Immunology,issn_print,2011 -,2011 -,2011
2090-6625,2090-6633,Case Reports in Infectious Diseases,DOAJ,2011,Case Reports in Infectious Diseases,issn_print,2011 -,2011 -,2011
2090-6633,2090-6633,Case Reports in Infectious Diseases,DOAJ,2011,Case Reports in Infectious Diseases,issn_e,2011 -,2011 -,2011
2090-6668,2090-6676,Case Reports in Neurological Medicine,DOAJ,2011,Case Reports in Neurological Medicine,issn_print,2011 -,2011 -,2011
2090-6676,2090-6676,Case Reports in Neurological Medicine,DOAJ,2011,Case Reports in Neurological Medicine,issn_e,2011 -,2011 -,2011
2090-6714,2090-6706,Case Reports in Oncological Medicine,DOAJ,2011,Case Reports in Oncological Medicine,issn_e,2011 -,2011 -,2011
2090-6730,2090-6730,Case Reports in Ophthalmological Medicine,DOAJ,2011,Case Reports in Ophthalmological Medicine,issn_e,2011 -,2011 -,2011
2090-6722,2090-6730,Case Reports in Ophthalmological Medicine,DOAJ,2011,Case Reports in Ophthalmological Medicine,issn_print,2011 -,2011 -,2011
2090-6773,2090-6773,Case Reports in Otolaryngology,DOAJ,2011,Case Reports in Otolaryngology,issn_e,2011 -,2011 -,2011
2090-6765,2090-6773,Case Reports in Otolaryngology,DOAJ,2011,Case Reports in Otolaryngology,issn_print,2011 -,2011 -,2011
2090-679X,2090-679X,Case Reports in Pathology,DOAJ,2011,Case Reports in Pathology,issn_e,2011 -,2011 -,2011
2090-6781,2090-679X,Case Reports in Pathology,DOAJ,2011,Case Reports in Pathology,issn_print,2011 -,2011 -,2011
2090-6811,2090-6811,Case Reports in Pediatrics,DOAJ,2011,Case Reports in Pediatrics,issn_e,2011 -,2011 -,2011
2090-6803,2090-6811,Case Reports in Pediatrics,DOAJ,2011,Case Reports in Pediatrics,issn_print,2011 -,2011 -,2011
2090-6900,2090-6919,Case Reports in Surgery,DOAJ,2011,Case Reports in Surgery,issn_print,2011 -,2011 -,2011
2090-6919,2090-6919,Case Reports in Surgery,DOAJ,2011,Case Reports in Surgery,issn_e,2011 -,2011 -,2011
2090-715X,2090-7141,Journal of Computer Networks and Communications,DOAJ,2011,Journal of Computer Networks and Communications,issn_e,2007 -,2007 -,2007
2090-715X,2090-7141,Journal of Computer Networks and Communications,DOAJ,2011,Journal of Computer Networks and Communications,issn_e,Nachgewiesen 2008 -,2008 -,2008
2090-7141,2090-7141,Journal of Computer Networks and Communications,DOAJ,2011,Journal of Computer Networks and Communications,issn_print,2007 -,2007 -,2007
2090-7141,2090-7141,Journal of Computer Networks and Communications,DOAJ,2011,Journal of Computer Networks and Communications,issn_print,Nachgewiesen 2008 -,2008 -,2008
2090-7303,2090-7303,Egyptian Journal of Critical Care Medicine,DOAJ,2013,Egyptian Journal of Critical Care Medicine,issn_print,1.2013 -,2013 -,2013
2090-8865,2090-8873,Journal of Analytical Methods in Chemistry,DOAJ,1978,Journal of Analytical Methods in Chemistry,issn_print,2012 -,2012 -,2012
2090-8865,2090-8873,Journal of Analytical Methods in Chemistry,DOAJ,1978,Journal of Analytical Methods in Chemistry,issn_print,2012 -,2012 -,2012
2090-8873,2090-8873,Journal of Analytical Methods in Chemistry,DOAJ,1978,Journal of Analytical Methods in Chemistry,issn_e,2012 -,2012 -,2012
2090-8873,2090-8873,Journal of Analytical Methods in Chemistry,DOAJ,1978,Journal of Analytical Methods in Chemistry,issn_e,2012 -,2012 -,2012
2090-9071,2090-9071,Journal of Chemistry,DOAJ,2004,Journal of Chemistry,issn_e,1.2004 - 9.2012; 2013 -,2013 -,2013
2090-9071,2090-9071,Journal of Chemistry,DOAJ,2004,Journal of Chemistry,issn_e,1.2004 - 9.2012; 2013 -,2013 -,2013
2090-9063,2090-9071,Journal of Chemistry,DOAJ,2004,Journal of Chemistry,issn_print,1.2004 - 9.2012; 2013 -,2013 -,2013
2090-9063,2090-9071,Journal of Chemistry,DOAJ,2004,Journal of Chemistry,issn_print,1.2004 - 9.2012; 2013 -,2013 -,2013
2090-908X,2090-908X,Scientifica,DOAJ,2012,Scientifica,issn_e,2012 -,2012 -,2012
2090-9918,2090-9918,Journal of Pharmaceutics,DOAJ,2013,Journal of Pharmaceutics,issn_print,NA,NA,NA
2090-7818,2090-9918,Journal of Pharmaceutics,DOAJ,2013,Journal of Pharmaceutics,issn_e,NA,NA,NA
2092-6782,2092-6782,International Journal of Naval Architecture and Ocean Engineering,DOAJ,2009,International Journal of Naval Architecture and Ocean Engineering,issn_print,1.2009 -,2009 -,2009
2092-6782,2092-6782,International Journal of Naval Architecture and Ocean Engineering,DOAJ,2009,International Journal of Naval Architecture and Ocean Engineering,issn_print,1.2009 -,2009 -,2009
2092-9196,2092-9196,International Journal of Geo-Engineering,DOAJ,2015,International Journal of Geo-Engineering,issn_print,Nachgewiesen 6.2014 -,2014 -,2014
2198-2783,2092-9196,International Journal of Geo-Engineering,DOAJ,2015,International Journal of Geo-Engineering,issn_e,Nachgewiesen 6.2014 -,2014 -,2014
2093-6931,2093-4777,International Neurourology Journal,DOAJ,2010,International Neurourology Journal,issn_e,1.1997 -,1997 -,1997
2093-4777,2093-4777,International Neurourology Journal,DOAJ,2010,International Neurourology Journal,issn_print,1.1997 -,1997 -,1997
2093-6966,2093-6966,Journal of Pharmacopuncture,DOAJ,1997,Journal of Pharmacopuncture,issn_print,1.1997 -,1997 -,1997
2234-6856,2093-6966,Journal of Pharmacopuncture,DOAJ,1997,Journal of Pharmacopuncture,issn_e,1.1997 -,1997 -,1997
2093-7911,2093-7911,Safety and Health at Work,DOAJ,2010,Safety and Health at Work,issn_print,1.2010 -,2010 -,2010
2093-7911,2093-7911,Safety and Health at Work,DOAJ,2010,Safety and Health at Work,issn_print,1.2010 -,2010 -,2010
2093-8950,2093-8950,Mass Spectrometry Letters,DOAJ,2010,Mass Spectrometry Letters,issn_e,NA,NA,NA
2233-4203,2093-8950,Mass Spectrometry Letters,DOAJ,2010,Mass Spectrometry Letters,issn_print,NA,NA,NA
2094-7321,2094-7321,Western Pacific Surveillance and Response,DOAJ,2010,Western Pacific Surveillance and Response,issn_print,1.2010 -,2010 -,2010
2094-7313,2094-7321,Western Pacific Surveillance and Response,DOAJ,2010,Western Pacific Surveillance and Response,issn_e,1.2010 -,2010 -,2010
2095-0055,2095-0055,International Journal of Disaster Risk Science,DOAJ,2011,International Journal of Disaster Risk Science,issn_print,Nachgewiesen 2.2011 -,2011 -,2011
2192-6395,2095-0055,International Journal of Disaster Risk Science,DOAJ,2011,International Journal of Disaster Risk Science,issn_e,Nachgewiesen 2.2011 -,2011 -,2011
2095-087X,2095-087X,Journal of Modern Transportation,DOAJ,2013,Journal of Modern Transportation,issn_print,"19.2011,1=Nr. 47 -",NA,NA
2095-087X,2095-087X,Journal of Modern Transportation,DOAJ,2013,Journal of Modern Transportation,issn_print,"19.2011,1=Nr. 47 -",NA,NA
2196-0577,2095-087X,Journal of Modern Transportation,DOAJ,2013,Journal of Modern Transportation,issn_e,"19.2011,1=Nr. 47 -",NA,NA
2095-1779,2095-1779,Journal of Pharmaceutical Analysis,DOAJ,2011,Journal of Pharmaceutical Analysis,issn_print,1.2011 -,2011 -,2011
2095-1779,2095-1779,Journal of Pharmaceutical Analysis,DOAJ,2011,Journal of Pharmaceutical Analysis,issn_print,1.2011 -,2011 -,2011
2095-2635,2095-2635,Frontiers of Architectural Research,DOAJ,2012,Frontiers of Architectural Research,issn_print,1.2012 -,2012 -,2012
2095-2686,2095-2686,International Journal of Mining Science and Technology,DOAJ,2017,International Journal of Mining Science and Technology,issn_print,22.2012 -,2012 -,2012
2095-2686,2095-2686,International Journal of Mining Science and Technology,DOAJ,2017,International Journal of Mining Science and Technology,issn_print,22.2012 -,2012 -,2012
2095-3836,2095-3836,Journal of Palaeogeography,DOAJ,2012,Journal of Palaeogeography,issn_print,1.2012 -,2012 -,2012
2095-3836,2095-3836,Journal of Palaeogeography,DOAJ,2012,Journal of Palaeogeography,issn_print,"Volume 1, number 1 (2012)-",NA,NA
2095-4700,2095-4700,Bone Research,DOAJ,2014,Bone Research,issn_print,1.2013 -,2013 -,2013
2095-6231,2095-4700,Bone Research,DOAJ,2014,Bone Research,issn_e,1.2013 -,2013 -,2013
2096-0026,2095-8099,Engineering,DOAJ,2015,Engineering,issn_e,NA,NA,NA
2095-8099,2095-8099,Engineering,DOAJ,2015,Engineering,issn_print,"12.2014,3-6 = Nr. 49-52; Jg. 1.2015 -",2015 -,2015
2095-8099,2095-8099,Engineering,DOAJ,2015,Engineering,issn_print,"Volume 1, issue 1 (March 2015)-",NA,NA
2096-0042,2096-0042,CSEE Journal of Power and Energy Systems,DOAJ,2015,CSEE Journal of Power and Energy Systems,issn_print,Vol 1 Issue 1 (March 2015)-,NA,NA
2100-014X,2100-014X,EPJ Web of Conferences,DOAJ,2009,EPJ Web of Conferences,issn_e,1.2009 -,2009 -,2009
2105-0716,2105-0716,EPJ Photovoltaics,DOAJ,2011,EPJ Photovoltaics,issn_e,1.2011 -,2011 -,2011
2105-1232,2105-1232,Image Processing On Line,DOAJ,2011,Image Processing On Line,issn_e,Nachgewiesen 2010 -,2010 -,2010
2107-0199,2107-0199,Cahiers Mondes Anciens,DOAJ,2010,Cahiers Mondes Anciens,issn_e,1 (2010)-,NA,NA
2110-5324,2110-5324,Frantice.net,DOAJ,2010,Frantice.net,issn_e,1.2010 -,2010 -,2010
2110-5820,2110-5820,Annals of Intensive Care,DOAJ,2011,Annals of Intensive Care,issn_e,1.2011 -,2011 -,2011
2111-5028,2111-5028,Anthropologie & Santé,DOAJ,2010,Anthropologie & Santé,issn_print,1.2010 -,2010 -,2010
2115-7251,2115-7251,Journal of Space Weather and Space Climate,DOAJ,2011,Journal of Space Weather and Space Climate,issn_e,1.2011 -,2011 -,2011
2117-4458,2117-4458,BIO Web of Conferences,DOAJ,2011,BIO Web of Conferences,issn_e,1.2011 -,2011 -,2011
2118-9773,2118-9773,European Journal of Taxonomy,DOAJ,2011,European Journal of Taxonomy,issn_print,Nr. 100.2014 nachgewiesen,NA,NA
2118-9773,2118-9773,European Journal of Taxonomy,DOAJ,2011,European Journal of Taxonomy,issn_print,1.2011 -,2011 -,2011
2119-0275,2119-0275,Advanced Electromagnetics,DOAJ,2012,Advanced Electromagnetics,issn_print,1.2012 -,2012 -,2012
2145-2946,2145-2946,Revista Digital de Derecho Administrativo,DOAJ,2009,Revista Digital de Derecho Administrativo,issn_e,1.2008 -,2008 -,2008
2145-4086,2145-4086,Lámpsakos,DOAJ,2009,Lámpsakos,issn_e,1.2009 -,2009 -,2009
2145-4981,2145-4981,"Góndola, Enseñanza y Aprendizaje de las Ciencias",DOAJ,2006,Gondola,issn_print,1.2006 -,2006 -,2006
2346-4712,2145-4981,"Góndola, Enseñanza y Aprendizaje de las Ciencias",DOAJ,2006,"Góndola, Enseñanza y Aprendizaje de las Ciencias",issn_e,NA,NA,NA
2146-1147,2146-1147,TWMS Journal of Applied and Engineering Mathematics,DOAJ,2011,TWMS Journal of Applied and Engineering Mathematics,issn_e,1.2011 -,2011 -,2011
2146-1147,2146-1147,TWMS Journal of Applied and Engineering Mathematics,DOAJ,2011,TWMS Journal of Applied and Engineering Mathematics,issn_e,1.2011 -,2011 -,2011
2146-1414,2146-1414,Molecular Imaging and Radionuclide Therapy,DOAJ,2011,Molecular Imaging and Radionuclide Therapy,issn_print,Nachgewiesen 20.2011 -,2011 -,2011
2147-1959,2146-1414,Molecular Imaging and Radionuclide Therapy,DOAJ,2011,Molecular Imaging and Radionuclide Therapy,issn_e,NA,NA,NA
2146-3123,2146-3123,Balkan Medical Journal,DOAJ,2002,Balkan Medical Journal,issn_print,28.2011 -,2011 -,2011
2146-3131,2146-3123,Balkan Medical Journal,DOAJ,2002,Balkan Medical Journal,issn_e,28.2011 -,2011 -,2011
2146-8397,2146-8397,Journal of Intercultural Ethnopharmacology,DOAJ,2012,Journal of Intercultural Ethnopharmacology,issn_print,"1.2012-Volume 7, issue 1",NA,NA
2146-8397,2146-8397,Journal of Intercultural Ethnopharmacology,DOAJ,2012,Journal of Intercultural Ethnopharmacology,issn_print,"Volume 7, issue 2-",NA,NA
2147-0626,2147-0626,Tarih Kültür ve Sanat Araştırmaları Dergisi,DOAJ,2012,Tarih Kültür ve Sanat Araştırmaları Dergisi,issn_e,NA,NA,NA
2147-2092,2147-2092,Gazi Medical Journal,DOAJ,2005,Gazi Medical Journal,issn_e,1.1990 - 23.2012,1990 -,1990
2147-2092,2147-2092,Gazi Medical Journal,DOAJ,2005,Gazi Medical Journal,issn_e,Nachgewiesen 11.2000 -,2000 -,2000
2147-2653,2147-2653,Türk Osteoporoz Dergisi,DOAJ,2002,Türk Osteoporoz Dergisi,issn_e,NA,NA,NA
2146-6416,2147-267X,Türk Yoğun Bakım Dergisi,DOAJ,2002,Türk Yoğun Bakim Derneği Dergisi,issn_print,NA,NA,NA
2147-267X,2147-267X,Türk Yoğun Bakım Dergisi,DOAJ,2002,Türk Yoğun Bakim Derneği Dergisi,issn_e,NA,NA,NA
1306-8253,2147-9895,Türk Kültürü ve Hacı Bektaş Velî Araştırma Dergisi,DOAJ,2013,Türk Kültürü ve Hacı Bektaş Velî Araştırma Dergisi,issn_print,NA,NA,NA
2148-5402,2148-3620,Eurasian Journal of Pulmonology,DOAJ,1999,Eurasian Journal of Pulmonology,issn_e,NA,NA,NA
2148-3620,2148-3620,Eurasian Journal of Pulmonology,DOAJ,1999,Eurasian Journal of Pulmonology,issn_print,NA,NA,NA
2148-9580,2148-9580,Journal of Urological Surgery,DOAJ,2014,Journal of Urological Surgery,issn_e,NA,NA,NA
2148-9696,2148-9696,Crescent Journal of Medical and Biological Sciences,DOAJ,2014,Crescent Journal of Medical and Biological Sciences,issn_e,1.2014 -,2014 -,2014
2149-2263,2149-2263,Anatolian Journal of Cardiology,DOAJ,2001,Anatolian Journal of Cardiology,issn_print,15.2015 -,2015 -,2015
2149-2271,2149-2263,Anatolian Journal of Cardiology,DOAJ,2001,Anatolian Journal of Cardiology,issn_e,15.2015 -,2015 -,2015
2149-9322,2149-9330,Turkish Journal of Obstetrics and Gynecology,DOAJ,2004,Turkish Journal of Obstetrics and Gynecology,issn_print,NA,NA,NA
2149-9330,2149-9330,Turkish Journal of Obstetrics and Gynecology,DOAJ,2004,Turkish Journal of Obstetrics and Gynecology,issn_e,NA,NA,NA
2150-5551,2150-5551,Nano-Micro Letters,DOAJ,2009,Nano-Micro Letters,issn_e,Nachgewiesen 2011 -,2011 -,2011
2311-6706,2150-5551,Nano-Micro Letters,DOAJ,2009,Nano-Micro Letters,issn_print,Nachgewiesen 2011 -,2011 -,2011
2150-5594,2150-5594,Virulence,DOAJ,2018,Virulence,issn_print,1.2010 -,2010 -,2010
2150-5608,2150-5594,Virulence,DOAJ,2018,Virulence,issn_e,1.2010 -,2010 -,2010
2150-7511,2150-7511,mBio,DOAJ,2010,mBio,issn_e,1.2010 -,2010 -,2010
2150-7511,2150-7511,mBio,DOAJ,2010,mBio,issn_e,1.2010 -,2010 -,2010
2150-8925,2150-8925,Ecosphere,DOAJ,2010,Ecosphere,issn_e,"1.2010,July -",NA,NA
2151-4585,2151-4585,Geriatric Orthopaedic Surgery & Rehabilitation,DOAJ,2010,Geriatric Orthopaedic Surgery & Rehabilitation,issn_print,1.2010 -,2010 -,2010
2151-4585,2151-4585,Geriatric Orthopaedic Surgery & Rehabilitation,DOAJ,2010,Geriatric Orthopaedic Surgery & Rehabilitation,issn_print,2010 -,2010 -,2010
2151-4593,2151-4585,Geriatric Orthopaedic Surgery & Rehabilitation,DOAJ,2010,Geriatric Orthopaedic Surgery & Rehabilitation,issn_e,1.2010 -,2010 -,2010
2151-4593,2151-4585,Geriatric Orthopaedic Surgery & Rehabilitation,DOAJ,2010,Geriatric Orthopaedic Surgery & Rehabilitation,issn_e,2010 -,2010 -,2010
2151-8629,2151-8629,Frontiers in Heat and Mass Transfer,DOAJ,2010,Frontiers in Heat and Mass Transfer,issn_e,1.2010 -,2010 -,2010
2152-0801,2152-0801,"Journal of Agriculture, Food Systems, and Community Development",DOAJ,2010,"Journal of Agriculture, Food Systems, and Community Development",issn_e,1.2010 -,2010 -,2010
2152-5250,2152-5250,Aging and Disease,DOAJ,2010,Aging and Disease,issn_e,1.2010 -,2010 -,2010
2152-6567,2152-6567,Allergy & Rhinology,DOAJ,2011,Allergy & Rhinology,issn_e,1.2010 -,2010 -,2010
2155-384X,2155-384X,Clinical and Translational Gastroenterology,DOAJ,2010,Clinical and Translational Gastroenterology,issn_e,1.2010 -,2010 -,2010
2155-7470,2155-7470,Journal of Integrated Pest Management,DOAJ,2010,Journal of Integrated Pest Management,issn_e,1.2010 -,2010 -,2010
2156-7077,2156-7069,Research in Learning Technology,DOAJ,1993,Research in Learning Technology,issn_e,19.2011 -,2011 -,2011
2156-7069,2156-7069,Research in Learning Technology,DOAJ,1993,Research in Learning Technology,issn_print,19.2011 -,2011 -,2011
2156-7069,2156-7069,Research in Learning Technology,DOAJ,1993,Research in Learning Technology,issn_print,19.2011 -,2011 -,2011
2156-7085,2156-7085,Biomedical Optics Express,DOAJ,2011,Biomedical Optics Express,issn_e,1.2010 -,2010 -,2010
2157-6580,2157-6564,Stem Cells Translational Medicine,DOAJ,2012,Stem Cells Translational Medicine,issn_e,1.2012 -,2012 -,2012
2157-6580,2157-6564,Stem Cells Translational Medicine,DOAJ,2012,Stem Cells Translational Medicine,issn_e,1.2012 -,2012 -,2012
2157-6998,2157-7005,American Journal of Perinatology Reports,DOAJ,2011,American Journal of Perinatology Reports,issn_print,"1.2011,1(Sept.) - 4.2014,1",NA,NA
2157-6998,2157-7005,American Journal of Perinatology Reports,DOAJ,2011,American Journal of Perinatology Reports,issn_print,1.2011 -,2011 -,2011
2157-7005,2157-7005,American Journal of Perinatology Reports,DOAJ,2011,American Journal of Perinatology Reports,issn_e,"1.2011,1(Sept.) - 4.2014,1",NA,NA
2157-7005,2157-7005,American Journal of Perinatology Reports,DOAJ,2011,American Journal of Perinatology Reports,issn_e,1.2011 -,2011 -,2011
2157-9024,2157-9024,Oncogenesis,DOAJ,2012,Oncogenesis,issn_e,1.2012 -,2012 -,2012
2158-0510,2158-0510,International Journal of Biomedicine,DOAJ,2011,International Journal of Biomedicine,issn_print,1.2010 -,2010 -,2010
2158-0529,2158-0510,International Journal of Biomedicine,DOAJ,2011,International Journal of Biomedicine,issn_e,1.2010 -,2010 -,2010
2158-2440,2158-2440,SAGE Open,DOAJ,2011,SAGE Open,issn_e,2011 -,2011 -,2011
2158-3188,2158-3188,Translational Psychiatry,DOAJ,2011,Translational Psychiatry,issn_e,1.2011 -,2011 -,2011
2158-3226,2158-3226,AIP Advances,DOAJ,2011,AIP Advances,issn_e,1.2011 -,2011 -,2011
2158-6179,2158-6179,Journal of Feminist Scholarship,DOAJ,2011,Journal of Feminist Scholarship,issn_e,NA,NA,NA
2158-9674,2158-9666,Cross-Currents: East Asian History and Culture Review,DOAJ,2011,Cross-Currents: East Asian History and Culture Review,issn_e,Nr. 1.2011 -,2011 -,2011
2158-9666,2158-9666,Cross-Currents: East Asian History and Culture Review,DOAJ,2011,Cross-Currents: East Asian History and Culture Review,issn_print,"Vol. 1, No. 1 (May 2012)-",NA,NA
2158-9666,2158-9666,Cross-Currents: East Asian History and Culture Review,DOAJ,2011,Cross-Currents: East Asian History and Culture Review,issn_print,"Vol. 1, No. 1 (May 2012)-",NA,NA
